town	year	value	cat	county
Abington	2021	5e+05	house_price	Plymouth
Abington	2020	432750	house_price	Plymouth
Abington	2019	385000	house_price	Plymouth
Abington	2018	395000	house_price	Plymouth
Abington	2016	345000	house_price	Plymouth
Abington	2015	319450	house_price	Plymouth
Abington	2014	331427	house_price	Plymouth
Acton	2021	814500	house_price	Middlesex
Acton	2020	695000	house_price	Middlesex
Acton	2019	630000	house_price	Middlesex
Acton	2018	650000	house_price	Middlesex
Acton	2016	598500	house_price	Middlesex
Acton	2015	566750	house_price	Middlesex
Acton	2014	589476	house_price	Middlesex
Amesbury	2021	525000	house_price	Essex
Amesbury	2020	463000	house_price	Essex
Amesbury	2019	415000	house_price	Essex
Amesbury	2018	390950	house_price	Essex
Amesbury	2016	330925	house_price	Essex
Amesbury	2015	325500	house_price	Essex
Amesbury	2014	335269	house_price	Essex
Andover	2021	840000	house_price	Essex
Andover	2020	738000	house_price	Essex
Andover	2019	675000	house_price	Essex
Andover	2018	663000	house_price	Essex
Andover	2016	608450	house_price	Essex
Andover	2015	615000	house_price	Essex
Andover	2014	645377	house_price	Essex
Arlington	2021	950000	house_price	Middlesex
Arlington	2020	870000	house_price	Middlesex
Arlington	2019	820000	house_price	Middlesex
Arlington	2018	805000	house_price	Middlesex
Arlington	2016	709750	house_price	Middlesex
Arlington	2015	640750	house_price	Middlesex
Arlington	2014	349799	house_price	Middlesex
Ashby	2021	419900	house_price	Middlesex
Ashby	2020	332500	house_price	Middlesex
Ashby	2019	294000	house_price	Middlesex
Ashby	2018	282000	house_price	Middlesex
Ashby	2016	229900	house_price	Middlesex
Ashby	2015	199900	house_price	Middlesex
Ashby	2014	222562	house_price	Middlesex
Ashland	2021	562500	house_price	Middlesex
Ashland	2020	488000	house_price	Middlesex
Ashland	2019	502500	house_price	Middlesex
Ashland	2018	465000	house_price	Middlesex
Ashland	2016	419950	house_price	Middlesex
Ashland	2015	4e+05	house_price	Middlesex
Ashland	2014	414014	house_price	Middlesex
Attleboro	2021	441000	house_price	Bristol
Attleboro	2020	389900	house_price	Bristol
Attleboro	2019	350000	house_price	Bristol
Attleboro	2018	332500	house_price	Bristol
Attleboro	2016	310000	house_price	Bristol
Attleboro	2015	279250	house_price	Bristol
Attleboro	2014	279043	house_price	Bristol
Avon	2021	450000	house_price	Norfolk
Avon	2020	375000	house_price	Norfolk
Avon	2019	362500	house_price	Norfolk
Avon	2018	349500	house_price	Norfolk
Avon	2016	312000	house_price	Norfolk
Avon	2015	262000	house_price	Norfolk
Avon	2014	272449	house_price	Norfolk
Ayer	2021	450000	house_price	Middlesex
Ayer	2020	453200	house_price	Middlesex
Ayer	2019	395000	house_price	Middlesex
Ayer	2018	360000	house_price	Middlesex
Ayer	2016	325000	house_price	Middlesex
Ayer	2015	345000	house_price	Middlesex
Ayer	2014	299962	house_price	Middlesex
Bedford	2021	835000	house_price	Middlesex
Bedford	2020	795000	house_price	Middlesex
Bedford	2019	785000	house_price	Middlesex
Bedford	2018	729000	house_price	Middlesex
Bedford	2016	705000	house_price	Middlesex
Bedford	2015	675000	house_price	Middlesex
Bedford	2014	722313	house_price	Middlesex
Bellingham	2021	400289	house_price	Norfolk
Bellingham	2020	380000	house_price	Norfolk
Bellingham	2019	351000	house_price	Norfolk
Bellingham	2018	337000	house_price	Norfolk
Bellingham	2016	306500	house_price	Norfolk
Bellingham	2015	290000	house_price	Norfolk
Bellingham	2014	297695	house_price	Norfolk
Belmont	2021	1430000	house_price	Middlesex
Belmont	2020	1250000	house_price	Middlesex
Belmont	2019	1140000	house_price	Middlesex
Belmont	2018	1160000	house_price	Middlesex
Belmont	2016	1010000	house_price	Middlesex
Belmont	2015	912500	house_price	Middlesex
Belmont	2014	1014736	house_price	Middlesex
Beverly	2021	607500	house_price	Essex
Beverly	2020	560000	house_price	Essex
Beverly	2019	515000	house_price	Essex
Beverly	2018	468200	house_price	Essex
Beverly	2016	435000	house_price	Essex
Beverly	2015	395000	house_price	Essex
Beverly	2014	465707	house_price	Essex
Billerica	2021	577000	house_price	Middlesex
Billerica	2020	512000	house_price	Middlesex
Billerica	2019	474450	house_price	Middlesex
Billerica	2018	450000	house_price	Middlesex
Billerica	2016	393000	house_price	Middlesex
Billerica	2015	369000	house_price	Middlesex
Billerica	2014	370575	house_price	Middlesex
Boston	2021	767500	house_price	Suffolk
Boston	2020	690000	house_price	Suffolk
Boston	2019	650000	house_price	Suffolk
Boston	2018	615000	house_price	Suffolk
Boston	2016	530000	house_price	Suffolk
Boston	2015	471500	house_price	Suffolk
Boston	2014	715418	house_price	Suffolk
Boxborough	2021	882500	house_price	Middlesex
Boxborough	2020	671500	house_price	Middlesex
Boxborough	2019	750000	house_price	Middlesex
Boxborough	2018	675000	house_price	Middlesex
Boxborough	2016	615000	house_price	Middlesex
Boxborough	2015	609000	house_price	Middlesex
Boxborough	2014	657203	house_price	Middlesex
Boxford	2021	875000	house_price	Essex
Boxford	2020	785000	house_price	Essex
Boxford	2019	659000	house_price	Essex
Boxford	2018	687500	house_price	Essex
Boxford	2016	620000	house_price	Essex
Boxford	2015	585000	house_price	Essex
Boxford	2014	663707	house_price	Essex
Braintree	2021	625500	house_price	Norfolk
Braintree	2020	561000	house_price	Norfolk
Braintree	2019	527500	house_price	Norfolk
Braintree	2018	498000	house_price	Norfolk
Braintree	2016	436500	house_price	Norfolk
Braintree	2015	407750	house_price	Norfolk
Braintree	2014	409585	house_price	Norfolk
Bridgewater	2021	525000	house_price	Plymouth
Bridgewater	2020	471000	house_price	Plymouth
Bridgewater	2019	393000	house_price	Plymouth
Bridgewater	2018	390000	house_price	Plymouth
Bridgewater	2016	359000	house_price	Plymouth
Bridgewater	2015	329900	house_price	Plymouth
Bridgewater	2014	327964	house_price	Plymouth
Brockton	2021	405000	house_price	Plymouth
Brockton	2020	350000	house_price	Plymouth
Brockton	2019	315000	house_price	Plymouth
Brockton	2018	295000	house_price	Plymouth
Brockton	2016	245000	house_price	Plymouth
Brockton	2015	223500	house_price	Plymouth
Brockton	2014	214023	house_price	Plymouth
Brookline	2021	2026712	house_price	Norfolk
Brookline	2020	2205000	house_price	Norfolk
Brookline	2019	1937500	house_price	Norfolk
Brookline	2018	1777500	house_price	Norfolk
Brookline	2016	1635000	house_price	Norfolk
Brookline	2015	1625000	house_price	Norfolk
Brookline	2014	1829485	house_price	Norfolk
Burlington	2021	707500	house_price	Middlesex
Burlington	2020	621000	house_price	Middlesex
Burlington	2019	595000	house_price	Middlesex
Burlington	2018	583000	house_price	Middlesex
Burlington	2016	5e+05	house_price	Middlesex
Burlington	2015	485000	house_price	Middlesex
Burlington	2014	511611	house_price	Middlesex
Cambridge	2021	1800000	house_price	Middlesex
Cambridge	2020	1700000	house_price	Middlesex
Cambridge	2019	1548000	house_price	Middlesex
Cambridge	2018	1400000	house_price	Middlesex
Cambridge	2016	1430000	house_price	Middlesex
Cambridge	2015	1343500	house_price	Middlesex
Cambridge	2014	1393608	house_price	Middlesex
Canton	2021	742500	house_price	Norfolk
Canton	2020	610000	house_price	Norfolk
Canton	2019	584375	house_price	Norfolk
Canton	2018	565000	house_price	Norfolk
Canton	2016	519950	house_price	Norfolk
Canton	2015	493000	house_price	Norfolk
Canton	2014	533985	house_price	Norfolk
Carlisle	2021	1300000	house_price	Middlesex
Carlisle	2020	921250	house_price	Middlesex
Carlisle	2019	885000	house_price	Middlesex
Carlisle	2018	875000	house_price	Middlesex
Carlisle	2016	812375	house_price	Middlesex
Carlisle	2015	827500	house_price	Middlesex
Carlisle	2014	950334	house_price	Middlesex
Carver	2021	465000	house_price	Plymouth
Carver	2020	390000	house_price	Plymouth
Carver	2019	345000	house_price	Plymouth
Carver	2018	345000	house_price	Plymouth
Carver	2016	324900	house_price	Plymouth
Carver	2015	298000	house_price	Plymouth
Carver	2014	284374	house_price	Plymouth
Chelmsford	2021	585000	house_price	Middlesex
Chelmsford	2020	499000	house_price	Middlesex
Chelmsford	2019	460000	house_price	Middlesex
Chelmsford	2018	447500	house_price	Middlesex
Chelmsford	2016	390000	house_price	Middlesex
Chelmsford	2015	376800	house_price	Middlesex
Chelmsford	2014	394186	house_price	Middlesex
Chelsea	2021	485000	house_price	Suffolk
Chelsea	2020	450000	house_price	Suffolk
Chelsea	2019	425000	house_price	Suffolk
Chelsea	2018	450500	house_price	Suffolk
Chelsea	2016	349000	house_price	Suffolk
Chelsea	2015	307500	house_price	Suffolk
Chelsea	2014	271656	house_price	Suffolk
Cohasset	2021	1350000	house_price	Norfolk
Cohasset	2020	1110000	house_price	Norfolk
Cohasset	2019	942000	house_price	Norfolk
Cohasset	2018	992500	house_price	Norfolk
Cohasset	2016	895000	house_price	Norfolk
Cohasset	2015	814000	house_price	Norfolk
Cohasset	2014	940072	house_price	Norfolk
Concord	2021	1475000	house_price	Middlesex
Concord	2020	1170000	house_price	Middlesex
Concord	2019	1250000	house_price	Middlesex
Concord	2018	1041000	house_price	Middlesex
Concord	2016	950000	house_price	Middlesex
Concord	2015	960000	house_price	Middlesex
Concord	2014	1167162	house_price	Middlesex
Danvers	2021	648596	house_price	Essex
Danvers	2020	549000	house_price	Essex
Danvers	2019	499000	house_price	Essex
Danvers	2018	467000	house_price	Essex
Danvers	2016	421000	house_price	Essex
Danvers	2015	407450	house_price	Essex
Danvers	2014	398275	house_price	Essex
Dedham	2021	630000	house_price	Norfolk
Dedham	2020	596500	house_price	Norfolk
Dedham	2019	520000	house_price	Norfolk
Dedham	2018	517000	house_price	Norfolk
Dedham	2016	436750	house_price	Norfolk
Dedham	2015	410000	house_price	Norfolk
Dedham	2014	479098	house_price	Norfolk
Dover	2021	1499000	house_price	Norfolk
Dover	2020	1345000	house_price	Norfolk
Dover	2019	1320000	house_price	Norfolk
Dover	2018	1221000	house_price	Norfolk
Dover	2016	1063500	house_price	Norfolk
Dover	2015	978888	house_price	Norfolk
Dover	2014	1255828	house_price	Norfolk
Dracut	2021	485000	house_price	Middlesex
Dracut	2020	415000	house_price	Middlesex
Dracut	2019	375000	house_price	Middlesex
Dracut	2018	360000	house_price	Middlesex
Dracut	2016	325000	house_price	Middlesex
Dracut	2015	3e+05	house_price	Middlesex
Dracut	2014	304656	house_price	Middlesex
Dunstable	2021	670000	house_price	Middlesex
Dunstable	2020	576000	house_price	Middlesex
Dunstable	2019	586000	house_price	Middlesex
Dunstable	2018	572450	house_price	Middlesex
Dunstable	2016	458000	house_price	Middlesex
Dunstable	2015	484000	house_price	Middlesex
Dunstable	2014	481207	house_price	Middlesex
Duxbury	2021	885000	house_price	Plymouth
Duxbury	2020	755000	house_price	Plymouth
Duxbury	2019	665000	house_price	Plymouth
Duxbury	2018	680000	house_price	Plymouth
Duxbury	2016	619000	house_price	Plymouth
Duxbury	2015	590000	house_price	Plymouth
Duxbury	2014	808087	house_price	Plymouth
East Bridgewater	2021	467000	house_price	Plymouth
East Bridgewater	2020	409500	house_price	Plymouth
East Bridgewater	2019	366500	house_price	Plymouth
East Bridgewater	2018	372500	house_price	Plymouth
East Bridgewater	2016	321450	house_price	Plymouth
East Bridgewater	2015	290000	house_price	Plymouth
East Bridgewater	2014	302241	house_price	Plymouth
Easton	2021	625000	house_price	Bristol
Easton	2020	516975	house_price	Bristol
Easton	2019	480000	house_price	Bristol
Easton	2018	447000	house_price	Bristol
Easton	2016	405000	house_price	Bristol
Easton	2015	415000	house_price	Bristol
Easton	2014	454417	house_price	Bristol
Essex	2021	777500	house_price	Essex
Essex	2020	705000	house_price	Essex
Essex	2019	599000	house_price	Essex
Essex	2018	551000	house_price	Essex
Essex	2016	481375	house_price	Essex
Essex	2015	519000	house_price	Essex
Essex	2014	613313	house_price	Essex
Everett	2021	547500	house_price	Middlesex
Everett	2020	5e+05	house_price	Middlesex
Everett	2019	459500	house_price	Middlesex
Everett	2018	445000	house_price	Middlesex
Everett	2016	360000	house_price	Middlesex
Everett	2015	319000	house_price	Middlesex
Everett	2014	294206	house_price	Middlesex
Foxborough	2021	596450	house_price	Norfolk
Foxborough	2020	520000	house_price	Norfolk
Foxborough	2019	470000	house_price	Norfolk
Foxborough	2018	450000	house_price	Norfolk
Foxborough	2016	4e+05	house_price	Norfolk
Foxborough	2015	384500	house_price	Norfolk
Foxborough	2014	403173	house_price	Norfolk
Framingham	2021	575000	house_price	Middlesex
Framingham	2020	503000	house_price	Middlesex
Framingham	2019	463500	house_price	Middlesex
Framingham	2018	452000	house_price	Middlesex
Framingham	2016	4e+05	house_price	Middlesex
Framingham	2015	373000	house_price	Middlesex
Framingham	2014	379566	house_price	Middlesex
Franklin	2021	6e+05	house_price	Norfolk
Franklin	2020	506000	house_price	Norfolk
Franklin	2019	475000	house_price	Norfolk
Franklin	2018	464950	house_price	Norfolk
Franklin	2016	412500	house_price	Norfolk
Franklin	2015	405000	house_price	Norfolk
Franklin	2014	436945	house_price	Norfolk
Georgetown	2021	610000	house_price	Essex
Georgetown	2020	510000	house_price	Essex
Georgetown	2019	455000	house_price	Essex
Georgetown	2018	459000	house_price	Essex
Georgetown	2016	375000	house_price	Essex
Georgetown	2015	405000	house_price	Essex
Georgetown	2014	445333	house_price	Essex
Gloucester	2021	6e+05	house_price	Essex
Gloucester	2020	507500	house_price	Essex
Gloucester	2019	469000	house_price	Essex
Gloucester	2018	449500	house_price	Essex
Gloucester	2016	393000	house_price	Essex
Gloucester	2015	375000	house_price	Essex
Gloucester	2014	562763	house_price	Essex
Groton	2021	670000	house_price	Middlesex
Groton	2020	565000	house_price	Middlesex
Groton	2019	520450	house_price	Middlesex
Groton	2018	530000	house_price	Middlesex
Groton	2016	476500	house_price	Middlesex
Groton	2015	439950	house_price	Middlesex
Groton	2014	465235	house_price	Middlesex
Groveland	2021	580000	house_price	Essex
Groveland	2020	495000	house_price	Essex
Groveland	2019	477000	house_price	Essex
Groveland	2018	430000	house_price	Essex
Groveland	2016	385900	house_price	Essex
Groveland	2015	370500	house_price	Essex
Groveland	2014	363498	house_price	Essex
Halifax	2021	470000	house_price	Plymouth
Halifax	2020	415000	house_price	Plymouth
Halifax	2019	365000	house_price	Plymouth
Halifax	2018	349900	house_price	Plymouth
Halifax	2016	364900	house_price	Plymouth
Halifax	2015	294000	house_price	Plymouth
Halifax	2014	310187	house_price	Plymouth
Hamilton	2021	778200	house_price	Essex
Hamilton	2020	630000	house_price	Essex
Hamilton	2019	600500	house_price	Essex
Hamilton	2018	602450	house_price	Essex
Hamilton	2016	549500	house_price	Essex
Hamilton	2015	493500	house_price	Essex
Hamilton	2014	577919	house_price	Essex
Hanover	2021	677500	house_price	Plymouth
Hanover	2020	585000	house_price	Plymouth
Hanover	2019	548000	house_price	Plymouth
Hanover	2018	555000	house_price	Plymouth
Hanover	2016	467000	house_price	Plymouth
Hanover	2015	454500	house_price	Plymouth
Hanover	2014	474530	house_price	Plymouth
Hanson	2021	485000	house_price	Plymouth
Hanson	2020	426000	house_price	Plymouth
Hanson	2019	385000	house_price	Plymouth
Hanson	2018	372000	house_price	Plymouth
Hanson	2016	326450	house_price	Plymouth
Hanson	2015	326000	house_price	Plymouth
Hanson	2014	305944	house_price	Plymouth
Harvard	2021	8e+05	house_price	Worcester
Harvard	2020	652500	house_price	Worcester
Harvard	2019	615000	house_price	Worcester
Harvard	2018	627500	house_price	Worcester
Harvard	2016	599850	house_price	Worcester
Harvard	2015	550000	house_price	Worcester
Harvard	2014	612981	house_price	Worcester
Haverhill	2021	460000	house_price	Essex
Haverhill	2020	411500	house_price	Essex
Haverhill	2019	355000	house_price	Essex
Haverhill	2018	338000	house_price	Essex
Haverhill	2016	309000	house_price	Essex
Haverhill	2015	288750	house_price	Essex
Haverhill	2014	290896	house_price	Essex
Hingham	2021	1125000	house_price	Plymouth
Hingham	2020	875000	house_price	Plymouth
Hingham	2019	797000	house_price	Plymouth
Hingham	2018	820000	house_price	Plymouth
Hingham	2016	715000	house_price	Plymouth
Hingham	2015	767000	house_price	Plymouth
Hingham	2014	818273	house_price	Plymouth
Holbrook	2021	435350	house_price	Norfolk
Holbrook	2020	390000	house_price	Norfolk
Holbrook	2019	360000	house_price	Norfolk
Holbrook	2018	339900	house_price	Norfolk
Holbrook	2016	295000	house_price	Norfolk
Holbrook	2015	264000	house_price	Norfolk
Holbrook	2014	273842	house_price	Norfolk
Holliston	2021	615000	house_price	Middlesex
Holliston	2020	550000	house_price	Middlesex
Holliston	2019	493450	house_price	Middlesex
Holliston	2018	485000	house_price	Middlesex
Holliston	2016	422000	house_price	Middlesex
Holliston	2015	473500	house_price	Middlesex
Holliston	2014	507227	house_price	Middlesex
Hopkinton	2021	871000	house_price	Middlesex
Hopkinton	2020	707000	house_price	Middlesex
Hopkinton	2019	675000	house_price	Middlesex
Hopkinton	2018	675000	house_price	Middlesex
Hopkinton	2016	643950	house_price	Middlesex
Hopkinton	2015	632253	house_price	Middlesex
Hopkinton	2014	614341	house_price	Middlesex
Hudson	2021	505000	house_price	Middlesex
Hudson	2020	451000	house_price	Middlesex
Hudson	2019	390500	house_price	Middlesex
Hudson	2018	378000	house_price	Middlesex
Hudson	2016	350000	house_price	Middlesex
Hudson	2015	326000	house_price	Middlesex
Hudson	2014	333487	house_price	Middlesex
Hull	2021	555000	house_price	Plymouth
Hull	2020	491000	house_price	Plymouth
Hull	2019	432500	house_price	Plymouth
Hull	2018	415000	house_price	Plymouth
Hull	2016	385000	house_price	Plymouth
Hull	2015	349500	house_price	Plymouth
Hull	2014	425537	house_price	Plymouth
Ipswich	2021	770000	house_price	Essex
Ipswich	2020	639000	house_price	Essex
Ipswich	2019	587000	house_price	Essex
Ipswich	2018	540250	house_price	Essex
Ipswich	2016	537250	house_price	Essex
Ipswich	2015	477500	house_price	Essex
Ipswich	2014	505262	house_price	Essex
Kingston	2021	6e+05	house_price	Plymouth
Kingston	2020	462500	house_price	Plymouth
Kingston	2019	425500	house_price	Plymouth
Kingston	2018	430000	house_price	Plymouth
Kingston	2016	4e+05	house_price	Plymouth
Kingston	2015	379000	house_price	Plymouth
Kingston	2014	401684	house_price	Plymouth
Lakeville	2021	547525	house_price	Plymouth
Lakeville	2020	466000	house_price	Plymouth
Lakeville	2019	415000	house_price	Plymouth
Lakeville	2018	373000	house_price	Plymouth
Lakeville	2016	357000	house_price	Plymouth
Lakeville	2015	329900	house_price	Plymouth
Lakeville	2014	337637	house_price	Plymouth
Lawrence	2021	404500	house_price	Essex
Lawrence	2020	345000	house_price	Essex
Lawrence	2019	305000	house_price	Essex
Lawrence	2018	280000	house_price	Essex
Lawrence	2016	231550	house_price	Essex
Lawrence	2015	209900	house_price	Essex
Lawrence	2014	191811	house_price	Essex
Lexington	2021	1550000	house_price	Middlesex
Lexington	2020	1350000	house_price	Middlesex
Lexington	2019	1200000	house_price	Middlesex
Lexington	2018	1150000	house_price	Middlesex
Lexington	2016	1082500	house_price	Middlesex
Lexington	2015	1e+06	house_price	Middlesex
Lexington	2014	1130194	house_price	Middlesex
Lincoln	2021	1458750	house_price	Middlesex
Lincoln	2020	1375000	house_price	Middlesex
Lincoln	2019	1200000	house_price	Middlesex
Lincoln	2018	1250000	house_price	Middlesex
Lincoln	2016	1207500	house_price	Middlesex
Lincoln	2015	1050000	house_price	Middlesex
Lincoln	2014	1156666	house_price	Middlesex
Littleton	2021	605000	house_price	Middlesex
Littleton	2020	6e+05	house_price	Middlesex
Littleton	2019	510000	house_price	Middlesex
Littleton	2018	570250	house_price	Middlesex
Littleton	2016	491056	house_price	Middlesex
Littleton	2015	488800	house_price	Middlesex
Littleton	2014	459337	house_price	Middlesex
Lowell	2021	420000	house_price	Middlesex
Lowell	2020	362000	house_price	Middlesex
Lowell	2019	321225	house_price	Middlesex
Lowell	2018	3e+05	house_price	Middlesex
Lowell	2016	260000	house_price	Middlesex
Lowell	2015	245000	house_price	Middlesex
Lowell	2014	242076	house_price	Middlesex
Lynn	2021	475000	house_price	Essex
Lynn	2020	425000	house_price	Essex
Lynn	2019	383000	house_price	Essex
Lynn	2018	350000	house_price	Essex
Lynn	2016	292500	house_price	Essex
Lynn	2015	266000	house_price	Essex
Lynn	2014	255228	house_price	Essex
Lynnfield	2021	828500	house_price	Essex
Lynnfield	2020	742500	house_price	Essex
Lynnfield	2019	671300	house_price	Essex
Lynnfield	2018	665000	house_price	Essex
Lynnfield	2016	635000	house_price	Essex
Lynnfield	2015	600500	house_price	Essex
Lynnfield	2014	621547	house_price	Essex
Malden	2021	605000	house_price	Middlesex
Malden	2020	545000	house_price	Middlesex
Malden	2019	505000	house_price	Middlesex
Malden	2018	492000	house_price	Middlesex
Malden	2016	385000	house_price	Middlesex
Malden	2015	360000	house_price	Middlesex
Malden	2014	330419	house_price	Middlesex
Manchester-by-the-Sea	2021	985000	house_price	Essex
Manchester-by-the-Sea	2020	970500	house_price	Essex
Manchester-by-the-Sea	2019	799000	house_price	Essex
Manchester-by-the-Sea	2018	924000	house_price	Essex
Manchester-by-the-Sea	2016	926000	house_price	Essex
Manchester-by-the-Sea	2015	799000	house_price	Essex
Manchester-by-the-Sea	2014	1248211	house_price	Essex
Mansfield	2021	575500	house_price	Bristol
Mansfield	2020	505000	house_price	Bristol
Mansfield	2019	465000	house_price	Bristol
Mansfield	2018	450000	house_price	Bristol
Mansfield	2016	444900	house_price	Bristol
Mansfield	2015	369000	house_price	Bristol
Mansfield	2014	423601	house_price	Bristol
Marblehead	2021	850000	house_price	Essex
Marblehead	2020	772500	house_price	Essex
Marblehead	2019	720000	house_price	Essex
Marblehead	2018	689500	house_price	Essex
Marblehead	2016	619000	house_price	Essex
Marblehead	2015	594000	house_price	Essex
Marblehead	2014	793622	house_price	Essex
Marlborough	2021	480000	house_price	Middlesex
Marlborough	2020	440000	house_price	Middlesex
Marlborough	2019	398600	house_price	Middlesex
Marlborough	2018	391000	house_price	Middlesex
Marlborough	2016	335000	house_price	Middlesex
Marlborough	2015	324500	house_price	Middlesex
Marlborough	2014	341587	house_price	Middlesex
Marshfield	2021	627500	house_price	Plymouth
Marshfield	2020	535000	house_price	Plymouth
Marshfield	2019	460000	house_price	Plymouth
Marshfield	2018	450000	house_price	Plymouth
Marshfield	2016	405000	house_price	Plymouth
Marshfield	2015	393500	house_price	Plymouth
Marshfield	2014	427282	house_price	Plymouth
Maynard	2021	497000	house_price	Middlesex
Maynard	2020	421250	house_price	Middlesex
Maynard	2019	412000	house_price	Middlesex
Maynard	2018	382100	house_price	Middlesex
Maynard	2016	345000	house_price	Middlesex
Maynard	2015	338000	house_price	Middlesex
Maynard	2014	331756	house_price	Middlesex
Medfield	2021	835000	house_price	Norfolk
Medfield	2020	790000	house_price	Norfolk
Medfield	2019	710000	house_price	Norfolk
Medfield	2018	651000	house_price	Norfolk
Medfield	2016	687500	house_price	Norfolk
Medfield	2015	671500	house_price	Norfolk
Medfield	2014	700967	house_price	Norfolk
Medford	2021	750000	house_price	Middlesex
Medford	2020	671000	house_price	Middlesex
Medford	2019	630000	house_price	Middlesex
Medford	2018	617000	house_price	Middlesex
Medford	2016	515500	house_price	Middlesex
Medford	2015	463000	house_price	Middlesex
Medford	2014	448325	house_price	Middlesex
Medway	2021	559000	house_price	Norfolk
Medway	2020	480000	house_price	Norfolk
Medway	2019	430000	house_price	Norfolk
Medway	2018	449000	house_price	Norfolk
Medway	2016	381250	house_price	Norfolk
Medway	2015	405000	house_price	Norfolk
Medway	2014	408294	house_price	Norfolk
Melrose	2021	775000	house_price	Middlesex
Melrose	2020	729100	house_price	Middlesex
Melrose	2019	653500	house_price	Middlesex
Melrose	2018	650000	house_price	Middlesex
Melrose	2016	552500	house_price	Middlesex
Melrose	2015	504625	house_price	Middlesex
Melrose	2014	489516	house_price	Middlesex
Merrimac	2021	577750	house_price	Essex
Merrimac	2020	502000	house_price	Essex
Merrimac	2019	417900	house_price	Essex
Merrimac	2018	410000	house_price	Essex
Merrimac	2016	420000	house_price	Essex
Merrimac	2015	334839	house_price	Essex
Merrimac	2014	408488	house_price	Essex
Methuen	2021	474000	house_price	Essex
Methuen	2020	408450	house_price	Essex
Methuen	2019	382000	house_price	Essex
Methuen	2018	360000	house_price	Essex
Methuen	2016	308500	house_price	Essex
Methuen	2015	284950	house_price	Essex
Methuen	2014	295014	house_price	Essex
Middleboro	2020	370000	house_price	NA
Middleboro	2019	350000	house_price	NA
Middleboro	2018	324950	house_price	NA
Middleboro	2015	275000	house_price	NA
Middleboro	2014	262153	house_price	NA
Middleborough	2021	436250	house_price	Plymouth
Middleborough	2016	282500	house_price	Plymouth
Middleton	2021	886000	house_price	Essex
Middleton	2020	770000	house_price	Essex
Middleton	2019	620500	house_price	Essex
Middleton	2018	627500	house_price	Essex
Middleton	2016	560100	house_price	Essex
Middleton	2015	602000	house_price	Essex
Middleton	2014	642753	house_price	Essex
Milford	2021	460000	house_price	Worcester
Milford	2020	410000	house_price	Worcester
Milford	2019	360000	house_price	Worcester
Milford	2018	349450	house_price	Worcester
Milford	2016	316500	house_price	Worcester
Milford	2015	295000	house_price	Worcester
Milford	2014	293742	house_price	Worcester
Millis	2021	585000	house_price	Norfolk
Millis	2020	480250	house_price	Norfolk
Millis	2019	460000	house_price	Norfolk
Millis	2018	420000	house_price	Norfolk
Millis	2016	399900	house_price	Norfolk
Millis	2015	385500	house_price	Norfolk
Millis	2014	407263	house_price	Norfolk
Milton	2021	869000	house_price	Norfolk
Milton	2020	805000	house_price	Norfolk
Milton	2019	727500	house_price	Norfolk
Milton	2018	707500	house_price	Norfolk
Milton	2016	625000	house_price	Norfolk
Milton	2015	572500	house_price	Norfolk
Milton	2014	637870	house_price	Norfolk
Nahant	2021	820000	house_price	Essex
Nahant	2020	745000	house_price	Essex
Nahant	2019	616427	house_price	Essex
Nahant	2018	580000	house_price	Essex
Nahant	2016	535000	house_price	Essex
Nahant	2015	577000	house_price	Essex
Nahant	2014	755876	house_price	Essex
Natick	2021	738250	house_price	Middlesex
Natick	2020	732000	house_price	Middlesex
Natick	2019	635000	house_price	Middlesex
Natick	2018	625000	house_price	Middlesex
Natick	2016	552000	house_price	Middlesex
Natick	2015	555000	house_price	Middlesex
Natick	2014	578767	house_price	Middlesex
Needham	2021	1320000	house_price	Norfolk
Needham	2020	1225000	house_price	Norfolk
Needham	2019	1120000	house_price	Norfolk
Needham	2018	1078000	house_price	Norfolk
Needham	2016	913500	house_price	Norfolk
Needham	2015	870000	house_price	Norfolk
Needham	2014	969969	house_price	Norfolk
Newbury	2021	761000	house_price	Essex
Newbury	2020	707500	house_price	Essex
Newbury	2019	550000	house_price	Essex
Newbury	2018	530000	house_price	Essex
Newbury	2016	470000	house_price	Essex
Newbury	2015	452000	house_price	Essex
Newbury	2014	511367	house_price	Essex
Newburyport	2021	850000	house_price	Essex
Newburyport	2020	750500	house_price	Essex
Newburyport	2019	715000	house_price	Essex
Newburyport	2018	612450	house_price	Essex
Newburyport	2016	540950	house_price	Essex
Newburyport	2015	535000	house_price	Essex
Newburyport	2014	607656	house_price	Essex
Newton	2021	1525000	house_price	Middlesex
Newton	2020	1320000	house_price	Middlesex
Newton	2019	1275000	house_price	Middlesex
Newton	2018	1205000	house_price	Middlesex
Newton	2016	1100000	house_price	Middlesex
Newton	2015	1115200	house_price	Middlesex
Newton	2014	1151930	house_price	Middlesex
Norfolk	2021	7e+05	house_price	Norfolk
Norfolk	2020	582500	house_price	Norfolk
Norfolk	2019	580000	house_price	Norfolk
Norfolk	2018	570000	house_price	Norfolk
Norfolk	2016	520000	house_price	Norfolk
Norfolk	2015	493500	house_price	Norfolk
Norfolk	2014	488337	house_price	Norfolk
North Andover	2021	752450	house_price	Essex
North Andover	2020	695000	house_price	Essex
North Andover	2019	608000	house_price	Essex
North Andover	2018	590000	house_price	Essex
North Andover	2016	540000	house_price	Essex
North Andover	2015	537450	house_price	Essex
North Andover	2014	539924	house_price	Essex
