town	year	value	cat	county
Chesterfield	2019	831	Br1_rent	Hampshire
Chesterfield	2019	1061	Br2_rent	Hampshire
Chesterfield	2019	1329	Br3_rent	Hampshire
Chesterfield	2019	1521	Br4_rent	Hampshire
Cummington	2019	702	Br0_rent	Hampshire
Cummington	2019	831	Br1_rent	Hampshire
Cummington	2019	1061	Br2_rent	Hampshire
Cummington	2019	1329	Br3_rent	Hampshire
Cummington	2019	1521	Br4_rent	Hampshire
Easthampton Town	2019	702	Br0_rent	NA
Easthampton Town	2019	831	Br1_rent	NA
Easthampton Town	2019	1061	Br2_rent	NA
Easthampton Town	2019	1329	Br3_rent	NA
Easthampton Town	2019	1521	Br4_rent	NA
Goshen	2019	702	Br0_rent	Hampshire
Goshen	2019	831	Br1_rent	Hampshire
Goshen	2019	1061	Br2_rent	Hampshire
Goshen	2019	1329	Br3_rent	Hampshire
Goshen	2019	1521	Br4_rent	Hampshire
Granby	2019	702	Br0_rent	Hampshire
Granby	2019	831	Br1_rent	Hampshire
Granby	2019	1061	Br2_rent	Hampshire
Granby	2019	1329	Br3_rent	Hampshire
Granby	2019	1521	Br4_rent	Hampshire
Hadley	2019	702	Br0_rent	Hampshire
Hadley	2019	831	Br1_rent	Hampshire
Hadley	2019	1061	Br2_rent	Hampshire
Hadley	2019	1329	Br3_rent	Hampshire
Hadley	2019	1521	Br4_rent	Hampshire
Hatfield	2019	702	Br0_rent	Hampshire
Hatfield	2019	831	Br1_rent	Hampshire
Hatfield	2019	1061	Br2_rent	Hampshire
Hatfield	2019	1329	Br3_rent	Hampshire
Hatfield	2019	1521	Br4_rent	Hampshire
Huntington	2019	702	Br0_rent	Hampshire
Huntington	2019	831	Br1_rent	Hampshire
Huntington	2019	1061	Br2_rent	Hampshire
Huntington	2019	1329	Br3_rent	Hampshire
Huntington	2019	1521	Br4_rent	Hampshire
Middlefield	2019	702	Br0_rent	Hampshire
Middlefield	2019	831	Br1_rent	Hampshire
Middlefield	2019	1061	Br2_rent	Hampshire
Middlefield	2019	1329	Br3_rent	Hampshire
Middlefield	2019	1521	Br4_rent	Hampshire
Northampton	2019	702	Br0_rent	Hampshire
Northampton	2019	831	Br1_rent	Hampshire
Northampton	2019	1061	Br2_rent	Hampshire
Northampton	2019	1329	Br3_rent	Hampshire
Northampton	2019	1521	Br4_rent	Hampshire
Pelham	2019	702	Br0_rent	Hampshire
Pelham	2019	831	Br1_rent	Hampshire
Pelham	2019	1061	Br2_rent	Hampshire
Pelham	2019	1329	Br3_rent	Hampshire
Pelham	2019	1521	Br4_rent	Hampshire
Plainfield	2019	702	Br0_rent	Hampshire
Plainfield	2019	831	Br1_rent	Hampshire
Plainfield	2019	1061	Br2_rent	Hampshire
Plainfield	2019	1329	Br3_rent	Hampshire
Plainfield	2019	1521	Br4_rent	Hampshire
Southampton	2019	702	Br0_rent	Hampshire
Southampton	2019	831	Br1_rent	Hampshire
Southampton	2019	1061	Br2_rent	Hampshire
Southampton	2019	1329	Br3_rent	Hampshire
Southampton	2019	1521	Br4_rent	Hampshire
South Hadley	2019	702	Br0_rent	Hampshire
South Hadley	2019	831	Br1_rent	Hampshire
South Hadley	2019	1061	Br2_rent	Hampshire
South Hadley	2019	1329	Br3_rent	Hampshire
South Hadley	2019	1521	Br4_rent	Hampshire
Ware	2019	702	Br0_rent	Hampshire
Ware	2019	831	Br1_rent	Hampshire
Ware	2019	1061	Br2_rent	Hampshire
Ware	2019	1329	Br3_rent	Hampshire
Ware	2019	1521	Br4_rent	Hampshire
Westhampton	2019	702	Br0_rent	Hampshire
Westhampton	2019	831	Br1_rent	Hampshire
Westhampton	2019	1061	Br2_rent	Hampshire
Westhampton	2019	1329	Br3_rent	Hampshire
Westhampton	2019	1521	Br4_rent	Hampshire
Williamsburg	2019	702	Br0_rent	Hampshire
Williamsburg	2019	831	Br1_rent	Hampshire
Williamsburg	2019	1061	Br2_rent	Hampshire
Williamsburg	2019	1329	Br3_rent	Hampshire
Williamsburg	2019	1521	Br4_rent	Hampshire
Worthington	2019	702	Br0_rent	Hampshire
Worthington	2019	831	Br1_rent	Hampshire
Worthington	2019	1061	Br2_rent	Hampshire
Worthington	2019	1329	Br3_rent	Hampshire
Worthington	2019	1521	Br4_rent	Hampshire
Acton	2019	1608	Br0_rent	Middlesex
Acton	2019	1801	Br1_rent	Middlesex
Acton	2019	2194	Br2_rent	Middlesex
Acton	2019	2749	Br3_rent	Middlesex
Acton	2019	2966	Br4_rent	Middlesex
Arlington	2019	1608	Br0_rent	Middlesex
Arlington	2019	1801	Br1_rent	Middlesex
Arlington	2019	2194	Br2_rent	Middlesex
Arlington	2019	2749	Br3_rent	Middlesex
Arlington	2019	2966	Br4_rent	Middlesex
Ashby	2019	1608	Br0_rent	Middlesex
Ashby	2019	1801	Br1_rent	Middlesex
Ashby	2019	2194	Br2_rent	Middlesex
Ashby	2019	2749	Br3_rent	Middlesex
Ashby	2019	2966	Br4_rent	Middlesex
Ashland	2019	1608	Br0_rent	Middlesex
Ashland	2019	1801	Br1_rent	Middlesex
Ashland	2019	2194	Br2_rent	Middlesex
Ashland	2019	2749	Br3_rent	Middlesex
Ashland	2019	2966	Br4_rent	Middlesex
Ayer	2019	1608	Br0_rent	Middlesex
Ayer	2019	1801	Br1_rent	Middlesex
Ayer	2019	2194	Br2_rent	Middlesex
Ayer	2019	2749	Br3_rent	Middlesex
Ayer	2019	2966	Br4_rent	Middlesex
Bedford	2019	1608	Br0_rent	Middlesex
Bedford	2019	1801	Br1_rent	Middlesex
Bedford	2019	2194	Br2_rent	Middlesex
Bedford	2019	2749	Br3_rent	Middlesex
Bedford	2019	2966	Br4_rent	Middlesex
Belmont	2019	1608	Br0_rent	Middlesex
Belmont	2019	1801	Br1_rent	Middlesex
Belmont	2019	2194	Br2_rent	Middlesex
Belmont	2019	2749	Br3_rent	Middlesex
Belmont	2019	2966	Br4_rent	Middlesex
Billerica	2019	1026	Br0_rent	Middlesex
Billerica	2019	1179	Br1_rent	Middlesex
Billerica	2019	1514	Br2_rent	Middlesex
Billerica	2019	1897	Br3_rent	Middlesex
Billerica	2019	2047	Br4_rent	Middlesex
Boxborough	2019	1608	Br0_rent	Middlesex
Boxborough	2019	1801	Br1_rent	Middlesex
Boxborough	2019	2194	Br2_rent	Middlesex
Boxborough	2019	2749	Br3_rent	Middlesex
Boxborough	2019	2966	Br4_rent	Middlesex
Burlington	2019	1608	Br0_rent	Middlesex
Burlington	2019	1801	Br1_rent	Middlesex
Burlington	2019	2194	Br2_rent	Middlesex
Burlington	2019	2749	Br3_rent	Middlesex
Burlington	2019	2966	Br4_rent	Middlesex
Cambridge	2019	1608	Br0_rent	Middlesex
Cambridge	2019	1801	Br1_rent	Middlesex
Cambridge	2019	2194	Br2_rent	Middlesex
Cambridge	2019	2749	Br3_rent	Middlesex
Cambridge	2019	2966	Br4_rent	Middlesex
Carlisle	2019	1608	Br0_rent	Middlesex
Carlisle	2019	1801	Br1_rent	Middlesex
Carlisle	2019	2194	Br2_rent	Middlesex
Carlisle	2019	2749	Br3_rent	Middlesex
Carlisle	2019	2966	Br4_rent	Middlesex
Chelmsford	2019	1026	Br0_rent	Middlesex
Chelmsford	2019	1179	Br1_rent	Middlesex
Chelmsford	2019	1514	Br2_rent	Middlesex
Chelmsford	2019	1897	Br3_rent	Middlesex
Chelmsford	2019	2047	Br4_rent	Middlesex
Concord	2019	1608	Br0_rent	Middlesex
Concord	2019	1801	Br1_rent	Middlesex
Concord	2019	2194	Br2_rent	Middlesex
Concord	2019	2749	Br3_rent	Middlesex
Concord	2019	2966	Br4_rent	Middlesex
Dracut	2019	1026	Br0_rent	Middlesex
Dracut	2019	1179	Br1_rent	Middlesex
Dracut	2019	1514	Br2_rent	Middlesex
Dracut	2019	1897	Br3_rent	Middlesex
Dracut	2019	2047	Br4_rent	Middlesex
Dunstable	2019	1026	Br0_rent	Middlesex
Dunstable	2019	1179	Br1_rent	Middlesex
Dunstable	2019	1514	Br2_rent	Middlesex
Dunstable	2019	1897	Br3_rent	Middlesex
Dunstable	2019	2047	Br4_rent	Middlesex
Everett	2019	1608	Br0_rent	Middlesex
Everett	2019	1801	Br1_rent	Middlesex
Everett	2019	2194	Br2_rent	Middlesex
Everett	2019	2749	Br3_rent	Middlesex
Everett	2019	2966	Br4_rent	Middlesex
Framingham	2019	1608	Br0_rent	Middlesex
Framingham	2019	1801	Br1_rent	Middlesex
Framingham	2019	2194	Br2_rent	Middlesex
Framingham	2019	2749	Br3_rent	Middlesex
Framingham	2019	2966	Br4_rent	Middlesex
Groton	2019	1026	Br0_rent	Middlesex
Groton	2019	1179	Br1_rent	Middlesex
Groton	2019	1514	Br2_rent	Middlesex
Groton	2019	1897	Br3_rent	Middlesex
Groton	2019	2047	Br4_rent	Middlesex
Holliston	2019	1608	Br0_rent	Middlesex
Holliston	2019	1801	Br1_rent	Middlesex
Holliston	2019	2194	Br2_rent	Middlesex
Holliston	2019	2749	Br3_rent	Middlesex
Holliston	2019	2966	Br4_rent	Middlesex
Hopkinton	2019	1608	Br0_rent	Middlesex
Hopkinton	2019	1801	Br1_rent	Middlesex
Hopkinton	2019	2194	Br2_rent	Middlesex
Hopkinton	2019	2749	Br3_rent	Middlesex
Hopkinton	2019	2966	Br4_rent	Middlesex
Hudson	2019	1608	Br0_rent	Middlesex
Hudson	2019	1801	Br1_rent	Middlesex
Hudson	2019	2194	Br2_rent	Middlesex
Hudson	2019	2749	Br3_rent	Middlesex
Hudson	2019	2966	Br4_rent	Middlesex
Lexington	2019	1608	Br0_rent	Middlesex
Lexington	2019	1801	Br1_rent	Middlesex
Lexington	2019	2194	Br2_rent	Middlesex
Lexington	2019	2749	Br3_rent	Middlesex
Lexington	2019	2966	Br4_rent	Middlesex
Lincoln	2019	1608	Br0_rent	Middlesex
Lincoln	2019	1801	Br1_rent	Middlesex
Lincoln	2019	2194	Br2_rent	Middlesex
Lincoln	2019	2749	Br3_rent	Middlesex
Lincoln	2019	2966	Br4_rent	Middlesex
Littleton	2019	1608	Br0_rent	Middlesex
Littleton	2019	1801	Br1_rent	Middlesex
Littleton	2019	2194	Br2_rent	Middlesex
Littleton	2019	2749	Br3_rent	Middlesex
Littleton	2019	2966	Br4_rent	Middlesex
Lowell	2019	1026	Br0_rent	Middlesex
Lowell	2019	1179	Br1_rent	Middlesex
Lowell	2019	1514	Br2_rent	Middlesex
Lowell	2019	1897	Br3_rent	Middlesex
Lowell	2019	2047	Br4_rent	Middlesex
Malden	2019	1608	Br0_rent	Middlesex
Malden	2019	1801	Br1_rent	Middlesex
Malden	2019	2194	Br2_rent	Middlesex
Malden	2019	2749	Br3_rent	Middlesex
Malden	2019	2966	Br4_rent	Middlesex
Marlborough	2019	1608	Br0_rent	Middlesex
Marlborough	2019	1801	Br1_rent	Middlesex
Marlborough	2019	2194	Br2_rent	Middlesex
Marlborough	2019	2749	Br3_rent	Middlesex
Marlborough	2019	2966	Br4_rent	Middlesex
Maynard	2019	1608	Br0_rent	Middlesex
Maynard	2019	1801	Br1_rent	Middlesex
Maynard	2019	2194	Br2_rent	Middlesex
Maynard	2019	2749	Br3_rent	Middlesex
Maynard	2019	2966	Br4_rent	Middlesex
Medford	2019	1608	Br0_rent	Middlesex
Medford	2019	1801	Br1_rent	Middlesex
Medford	2019	2194	Br2_rent	Middlesex
Medford	2019	2749	Br3_rent	Middlesex
Medford	2019	2966	Br4_rent	Middlesex
Melrose	2019	1608	Br0_rent	Middlesex
Melrose	2019	1801	Br1_rent	Middlesex
Melrose	2019	2194	Br2_rent	Middlesex
Melrose	2019	2749	Br3_rent	Middlesex
Melrose	2019	2966	Br4_rent	Middlesex
Natick	2019	1608	Br0_rent	Middlesex
Natick	2019	1801	Br1_rent	Middlesex
Natick	2019	2194	Br2_rent	Middlesex
Natick	2019	2749	Br3_rent	Middlesex
Natick	2019	2966	Br4_rent	Middlesex
Newton	2019	1608	Br0_rent	Middlesex
Newton	2019	1801	Br1_rent	Middlesex
Newton	2019	2194	Br2_rent	Middlesex
Newton	2019	2749	Br3_rent	Middlesex
Newton	2019	2966	Br4_rent	Middlesex
North Reading	2019	1608	Br0_rent	Middlesex
North Reading	2019	1801	Br1_rent	Middlesex
North Reading	2019	2194	Br2_rent	Middlesex
North Reading	2019	2749	Br3_rent	Middlesex
North Reading	2019	2966	Br4_rent	Middlesex
Pepperell	2019	1026	Br0_rent	Middlesex
Pepperell	2019	1179	Br1_rent	Middlesex
Pepperell	2019	1514	Br2_rent	Middlesex
Pepperell	2019	1897	Br3_rent	Middlesex
Pepperell	2019	2047	Br4_rent	Middlesex
Reading	2019	1608	Br0_rent	Middlesex
Reading	2019	1801	Br1_rent	Middlesex
Reading	2019	2194	Br2_rent	Middlesex
Reading	2019	2749	Br3_rent	Middlesex
Reading	2019	2966	Br4_rent	Middlesex
Sherborn	2019	1608	Br0_rent	Middlesex
Sherborn	2019	1801	Br1_rent	Middlesex
Sherborn	2019	2194	Br2_rent	Middlesex
Sherborn	2019	2749	Br3_rent	Middlesex
Sherborn	2019	2966	Br4_rent	Middlesex
Shirley	2019	1608	Br0_rent	Middlesex
Shirley	2019	1801	Br1_rent	Middlesex
Shirley	2019	2194	Br2_rent	Middlesex
Shirley	2019	2749	Br3_rent	Middlesex
Shirley	2019	2966	Br4_rent	Middlesex
Somerville	2019	1608	Br0_rent	Middlesex
Somerville	2019	1801	Br1_rent	Middlesex
Somerville	2019	2194	Br2_rent	Middlesex
Somerville	2019	2749	Br3_rent	Middlesex
Somerville	2019	2966	Br4_rent	Middlesex
Stoneham	2019	1608	Br0_rent	Middlesex
Stoneham	2019	1801	Br1_rent	Middlesex
Stoneham	2019	2194	Br2_rent	Middlesex
Stoneham	2019	2749	Br3_rent	Middlesex
Stoneham	2019	2966	Br4_rent	Middlesex
Stow	2019	1608	Br0_rent	Middlesex
Stow	2019	1801	Br1_rent	Middlesex
Stow	2019	2194	Br2_rent	Middlesex
Stow	2019	2749	Br3_rent	Middlesex
Stow	2019	2966	Br4_rent	Middlesex
Sudbury	2019	1608	Br0_rent	Middlesex
Sudbury	2019	1801	Br1_rent	Middlesex
Sudbury	2019	2194	Br2_rent	Middlesex
Sudbury	2019	2749	Br3_rent	Middlesex
Sudbury	2019	2966	Br4_rent	Middlesex
Tewksbury	2019	1026	Br0_rent	Middlesex
Tewksbury	2019	1179	Br1_rent	Middlesex
Tewksbury	2019	1514	Br2_rent	Middlesex
Tewksbury	2019	1897	Br3_rent	Middlesex
Tewksbury	2019	2047	Br4_rent	Middlesex
Townsend	2019	1608	Br0_rent	Middlesex
Townsend	2019	1801	Br1_rent	Middlesex
Townsend	2019	2194	Br2_rent	Middlesex
Townsend	2019	2749	Br3_rent	Middlesex
Townsend	2019	2966	Br4_rent	Middlesex
Tyngsborough	2019	1026	Br0_rent	Middlesex
Tyngsborough	2019	1179	Br1_rent	Middlesex
Tyngsborough	2019	1514	Br2_rent	Middlesex
Tyngsborough	2019	1897	Br3_rent	Middlesex
Tyngsborough	2019	2047	Br4_rent	Middlesex
Wakefield	2019	1608	Br0_rent	Middlesex
Wakefield	2019	1801	Br1_rent	Middlesex
Wakefield	2019	2194	Br2_rent	Middlesex
Wakefield	2019	2749	Br3_rent	Middlesex
Wakefield	2019	2966	Br4_rent	Middlesex
Waltham	2019	1608	Br0_rent	Middlesex
Waltham	2019	1801	Br1_rent	Middlesex
Waltham	2019	2194	Br2_rent	Middlesex
Waltham	2019	2749	Br3_rent	Middlesex
Waltham	2019	2966	Br4_rent	Middlesex
Water city	2019	1608	Br0_rent	NA
Water city	2019	1801	Br1_rent	NA
Water city	2019	2194	Br2_rent	NA
Water city	2019	2749	Br3_rent	NA
Water city	2019	2966	Br4_rent	NA
Wayland	2019	1608	Br0_rent	Middlesex
Wayland	2019	1801	Br1_rent	Middlesex
Wayland	2019	2194	Br2_rent	Middlesex
Wayland	2019	2749	Br3_rent	Middlesex
Wayland	2019	2966	Br4_rent	Middlesex
Westford	2019	1026	Br0_rent	Middlesex
Westford	2019	1179	Br1_rent	Middlesex
Westford	2019	1514	Br2_rent	Middlesex
Westford	2019	1897	Br3_rent	Middlesex
Westford	2019	2047	Br4_rent	Middlesex
Weston	2019	1608	Br0_rent	Middlesex
Weston	2019	1801	Br1_rent	Middlesex
Weston	2019	2194	Br2_rent	Middlesex
Weston	2019	2749	Br3_rent	Middlesex
Weston	2019	2966	Br4_rent	Middlesex
Wilmington	2019	1608	Br0_rent	Middlesex
Wilmington	2019	1801	Br1_rent	Middlesex
Wilmington	2019	2194	Br2_rent	Middlesex
Wilmington	2019	2749	Br3_rent	Middlesex
Wilmington	2019	2966	Br4_rent	Middlesex
Winchester	2019	1608	Br0_rent	Middlesex
Winchester	2019	1801	Br1_rent	Middlesex
Winchester	2019	2194	Br2_rent	Middlesex
Winchester	2019	2749	Br3_rent	Middlesex
Winchester	2019	2966	Br4_rent	Middlesex
Woburn	2019	1608	Br0_rent	Middlesex
Woburn	2019	1801	Br1_rent	Middlesex
Woburn	2019	2194	Br2_rent	Middlesex
Woburn	2019	2749	Br3_rent	Middlesex
Woburn	2019	2966	Br4_rent	Middlesex
Nantucket	2019	1223	Br0_rent	Nantucket
Nantucket	2019	1233	Br1_rent	Nantucket
Nantucket	2019	1628	Br2_rent	Nantucket
Nantucket	2019	2217	Br3_rent	Nantucket
Nantucket	2019	2225	Br4_rent	Nantucket
Avon	2019	1027	Br0_rent	Norfolk
Avon	2019	1136	Br1_rent	Norfolk
Avon	2019	1475	Br2_rent	Norfolk
Avon	2019	1853	Br3_rent	Norfolk
Avon	2019	2155	Br4_rent	Norfolk
Bellingham	2019	1608	Br0_rent	Norfolk
Bellingham	2019	1801	Br1_rent	Norfolk
Bellingham	2019	2194	Br2_rent	Norfolk
Bellingham	2019	2749	Br3_rent	Norfolk
Bellingham	2019	2966	Br4_rent	Norfolk
Braintree Town	2019	1608	Br0_rent	NA
Braintree Town	2019	1801	Br1_rent	NA
Braintree Town	2019	2194	Br2_rent	NA
Braintree Town	2019	2749	Br3_rent	NA
Braintree Town	2019	2966	Br4_rent	NA
Brookline	2019	1608	Br0_rent	Norfolk
Brookline	2019	1801	Br1_rent	Norfolk
Brookline	2019	2194	Br2_rent	Norfolk
Brookline	2019	2749	Br3_rent	Norfolk
Brookline	2019	2966	Br4_rent	Norfolk
Canton	2019	1608	Br0_rent	Norfolk
Canton	2019	1801	Br1_rent	Norfolk
Canton	2019	2194	Br2_rent	Norfolk
Canton	2019	2749	Br3_rent	Norfolk
Canton	2019	2966	Br4_rent	Norfolk
Cohasset	2019	1608	Br0_rent	Norfolk
Cohasset	2019	1801	Br1_rent	Norfolk
Cohasset	2019	2194	Br2_rent	Norfolk
Cohasset	2019	2749	Br3_rent	Norfolk
Cohasset	2019	2966	Br4_rent	Norfolk
Dedham	2019	1608	Br0_rent	Norfolk
Dedham	2019	1801	Br1_rent	Norfolk
Dedham	2019	2194	Br2_rent	Norfolk
Dedham	2019	2749	Br3_rent	Norfolk
Dedham	2019	2966	Br4_rent	Norfolk
Dover	2019	1608	Br0_rent	Norfolk
Dover	2019	1801	Br1_rent	Norfolk
Dover	2019	2194	Br2_rent	Norfolk
Dover	2019	2749	Br3_rent	Norfolk
Dover	2019	2966	Br4_rent	Norfolk
Foxborough	2019	1608	Br0_rent	Norfolk
Foxborough	2019	1801	Br1_rent	Norfolk
Foxborough	2019	2194	Br2_rent	Norfolk
Foxborough	2019	2749	Br3_rent	Norfolk
Foxborough	2019	2966	Br4_rent	Norfolk
Franklin Town	2019	1608	Br0_rent	NA
Franklin Town	2019	1801	Br1_rent	NA
Franklin Town	2019	2194	Br2_rent	NA
Franklin Town	2019	2749	Br3_rent	NA
Franklin Town	2019	2966	Br4_rent	NA
Holbrook	2019	1608	Br0_rent	Norfolk
Holbrook	2019	1801	Br1_rent	Norfolk
Holbrook	2019	2194	Br2_rent	Norfolk
Holbrook	2019	2749	Br3_rent	Norfolk
Holbrook	2019	2966	Br4_rent	Norfolk
Medfield	2019	1608	Br0_rent	Norfolk
Medfield	2019	1801	Br1_rent	Norfolk
Medfield	2019	2194	Br2_rent	Norfolk
Medfield	2019	2749	Br3_rent	Norfolk
Medfield	2019	2966	Br4_rent	Norfolk
Medway	2019	1608	Br0_rent	Norfolk
Medway	2019	1801	Br1_rent	Norfolk
Medway	2019	2194	Br2_rent	Norfolk
Medway	2019	2749	Br3_rent	Norfolk
Medway	2019	2966	Br4_rent	Norfolk
Millis	2019	1608	Br0_rent	Norfolk
Millis	2019	1801	Br1_rent	Norfolk
Millis	2019	2194	Br2_rent	Norfolk
Millis	2019	2749	Br3_rent	Norfolk
Millis	2019	2966	Br4_rent	Norfolk
Milton	2019	1608	Br0_rent	Norfolk
Milton	2019	1801	Br1_rent	Norfolk
Milton	2019	2194	Br2_rent	Norfolk
Milton	2019	2749	Br3_rent	Norfolk
Milton	2019	2966	Br4_rent	Norfolk
Needham	2019	1608	Br0_rent	Norfolk
Needham	2019	1801	Br1_rent	Norfolk
Needham	2019	2194	Br2_rent	Norfolk
Needham	2019	2749	Br3_rent	Norfolk
Needham	2019	2966	Br4_rent	Norfolk
Norfolk	2019	1608	Br0_rent	Norfolk
Norfolk	2019	1801	Br1_rent	Norfolk
Norfolk	2019	2194	Br2_rent	Norfolk
Norfolk	2019	2749	Br3_rent	Norfolk
Norfolk	2019	2966	Br4_rent	Norfolk
Norwood	2019	1608	Br0_rent	Norfolk
Norwood	2019	1801	Br1_rent	Norfolk
Norwood	2019	2194	Br2_rent	Norfolk
Norwood	2019	2749	Br3_rent	Norfolk
Norwood	2019	2966	Br4_rent	Norfolk
Plainville	2019	1608	Br0_rent	Norfolk
Plainville	2019	1801	Br1_rent	Norfolk
Plainville	2019	2194	Br2_rent	Norfolk
Plainville	2019	2749	Br3_rent	Norfolk
Plainville	2019	2966	Br4_rent	Norfolk
Quincy	2019	1608	Br0_rent	Norfolk
Quincy	2019	1801	Br1_rent	Norfolk
Quincy	2019	2194	Br2_rent	Norfolk
Quincy	2019	2749	Br3_rent	Norfolk
Quincy	2019	2966	Br4_rent	Norfolk
Randolph	2019	1608	Br0_rent	Norfolk
Randolph	2019	1801	Br1_rent	Norfolk
Randolph	2019	2194	Br2_rent	Norfolk
Randolph	2019	2749	Br3_rent	Norfolk
Randolph	2019	2966	Br4_rent	Norfolk
Sharon	2019	1608	Br0_rent	Norfolk
Sharon	2019	1801	Br1_rent	Norfolk
Sharon	2019	2194	Br2_rent	Norfolk
Sharon	2019	2749	Br3_rent	Norfolk
Sharon	2019	2966	Br4_rent	Norfolk
Stoughton	2019	1608	Br0_rent	Norfolk
Stoughton	2019	1801	Br1_rent	Norfolk
Stoughton	2019	2194	Br2_rent	Norfolk
Stoughton	2019	2749	Br3_rent	Norfolk
Stoughton	2019	2966	Br4_rent	Norfolk
Walpole	2019	1608	Br0_rent	Norfolk
Walpole	2019	1801	Br1_rent	Norfolk
Walpole	2019	2194	Br2_rent	Norfolk
Walpole	2019	2749	Br3_rent	Norfolk
Walpole	2019	2966	Br4_rent	Norfolk
Wellesley	2019	1608	Br0_rent	Norfolk
Wellesley	2019	1801	Br1_rent	Norfolk
Wellesley	2019	2194	Br2_rent	Norfolk
Wellesley	2019	2749	Br3_rent	Norfolk
Wellesley	2019	2966	Br4_rent	Norfolk
Westwood	2019	1608	Br0_rent	Norfolk
Westwood	2019	1801	Br1_rent	Norfolk
Westwood	2019	2194	Br2_rent	Norfolk
Westwood	2019	2749	Br3_rent	Norfolk
Westwood	2019	2966	Br4_rent	Norfolk
Weymouth Town	2019	1608	Br0_rent	NA
Weymouth Town	2019	1801	Br1_rent	NA
Weymouth Town	2019	2194	Br2_rent	NA
Weymouth Town	2019	2749	Br3_rent	NA
Weymouth Town	2019	2966	Br4_rent	NA
Wrentham	2019	1608	Br0_rent	Norfolk
Wrentham	2019	1801	Br1_rent	Norfolk
Wrentham	2019	2194	Br2_rent	Norfolk
Wrentham	2019	2749	Br3_rent	Norfolk
Wrentham	2019	2966	Br4_rent	Norfolk
Abington	2019	1027	Br0_rent	Plymouth
Abington	2019	1136	Br1_rent	Plymouth
Abington	2019	1475	Br2_rent	Plymouth
Abington	2019	1853	Br3_rent	Plymouth
Abington	2019	2155	Br4_rent	Plymouth
Bridgewater	2019	1027	Br0_rent	Plymouth
Bridgewater	2019	1136	Br1_rent	Plymouth
Bridgewater	2019	1475	Br2_rent	Plymouth
Bridgewater	2019	1853	Br3_rent	Plymouth
Bridgewater	2019	2155	Br4_rent	Plymouth
Brockton	2019	1027	Br0_rent	Plymouth
Brockton	2019	1136	Br1_rent	Plymouth
Brockton	2019	1475	Br2_rent	Plymouth
Brockton	2019	1853	Br3_rent	Plymouth
Brockton	2019	2155	Br4_rent	Plymouth
Carver	2019	1608	Br0_rent	Plymouth
Carver	2019	1801	Br1_rent	Plymouth
Carver	2019	2194	Br2_rent	Plymouth
Carver	2019	2749	Br3_rent	Plymouth
Carver	2019	2966	Br4_rent	Plymouth
Duxbury	2019	1608	Br0_rent	Plymouth
Duxbury	2019	1801	Br1_rent	Plymouth
Duxbury	2019	2194	Br2_rent	Plymouth
Duxbury	2019	2749	Br3_rent	Plymouth
Duxbury	2019	2966	Br4_rent	Plymouth
East Bridgewater	2019	1027	Br0_rent	Plymouth
East Bridgewater	2019	1136	Br1_rent	Plymouth
East Bridgewater	2019	1475	Br2_rent	Plymouth
East Bridgewater	2019	1853	Br3_rent	Plymouth
East Bridgewater	2019	2155	Br4_rent	Plymouth
Halifax	2019	1027	Br0_rent	Plymouth
Halifax	2019	1136	Br1_rent	Plymouth
Halifax	2019	1475	Br2_rent	Plymouth
Halifax	2019	1853	Br3_rent	Plymouth
Halifax	2019	2155	Br4_rent	Plymouth
Hanover	2019	1608	Br0_rent	Plymouth
Hanover	2019	1801	Br1_rent	Plymouth
Hanover	2019	2194	Br2_rent	Plymouth
Hanover	2019	2749	Br3_rent	Plymouth
Hanover	2019	2966	Br4_rent	Plymouth
Hanson	2019	1027	Br0_rent	Plymouth
Hanson	2019	1136	Br1_rent	Plymouth
Hanson	2019	1475	Br2_rent	Plymouth
Hanson	2019	1853	Br3_rent	Plymouth
Hanson	2019	2155	Br4_rent	Plymouth
Hingham	2019	1608	Br0_rent	Plymouth
Hingham	2019	1801	Br1_rent	Plymouth
Hingham	2019	2194	Br2_rent	Plymouth
Hingham	2019	2749	Br3_rent	Plymouth
Hingham	2019	2966	Br4_rent	Plymouth
Hull	2019	1608	Br0_rent	Plymouth
Hull	2019	1801	Br1_rent	Plymouth
Hull	2019	2194	Br2_rent	Plymouth
Hull	2019	2749	Br3_rent	Plymouth
Hull	2019	2966	Br4_rent	Plymouth
Kingston	2019	1608	Br0_rent	Plymouth
Kingston	2019	1801	Br1_rent	Plymouth
Kingston	2019	2194	Br2_rent	Plymouth
Kingston	2019	2749	Br3_rent	Plymouth
Kingston	2019	2966	Br4_rent	Plymouth
Lakeville	2019	1027	Br0_rent	Plymouth
Lakeville	2019	1136	Br1_rent	Plymouth
Lakeville	2019	1475	Br2_rent	Plymouth
Lakeville	2019	1853	Br3_rent	Plymouth
Lakeville	2019	2155	Br4_rent	Plymouth
Marion	2019	1027	Br0_rent	Plymouth
Marion	2019	1136	Br1_rent	Plymouth
Marion	2019	1475	Br2_rent	Plymouth
Marion	2019	1853	Br3_rent	Plymouth
Marion	2019	2155	Br4_rent	Plymouth
Marshfield	2019	1608	Br0_rent	Plymouth
Marshfield	2019	1801	Br1_rent	Plymouth
Marshfield	2019	2194	Br2_rent	Plymouth
Marshfield	2019	2749	Br3_rent	Plymouth
Marshfield	2019	2966	Br4_rent	Plymouth
Mattapoisett	2019	1027	Br0_rent	Plymouth
